Day-Month,Hour,Average Day-ahead Price (EUR/MWh)
09-28,11,163.13
09-28,12,157.98333333333332
09-28,13,136.64333333333335
09-28,14,135.41
09-28,15,129.20666666666668
09-28,16,147.35999999999999
09-28,17,164.9
09-28,18,214.40666666666667
09-28,19,261.44
09-28,20,341.6466666666667
09-28,21,269.49666666666667
09-28,22,217.68666666666664
09-28,23,194.9766666666667
09-28,24,187.47333333333336
09-29,1,189.11666666666667
09-29,2,181.28333333333333
09-29,3,164.91
09-29,4,165.5533333333333
09-29,5,152.98666666666668
09-29,6,166.17999999999998
09-29,7,206.80999999999997
09-29,8,266.95
09-29,9,269.3066666666667
09-29,10,189.4433333333333
09-29,11,155.04999999999998
09-29,12,146.49
09-29,13,137.51000000000002
09-29,14,138.73
09-29,15,137.29666666666668
09-29,16,146.9
09-29,17,168.43333333333334
09-29,18,217.91333333333333
09-29,19,268.8966666666667
09-29,20,303.91333333333336
09-29,21,254.01666666666665
09-29,22,206.01
09-29,23,189.5333333333333
09-29,24,170.96333333333334
09-30,1,155.97333333333333
09-30,2,146.85333333333332
09-30,3,141.03666666666666
09-30,4,138.79
09-30,5,139.62666666666667
09-30,6,152.62
09-30,7,193.89666666666668
09-30,8,239.01333333333332
09-30,9,244.05666666666664
09-30,10,172.95000000000002
09-30,11,156.23333333333335
09-30,12,118.90666666666668
09-30,13,73.2
09-30,14,78.98666666666666
09-30,15,63.03
09-30,16,76.85000000000001
09-30,17,114.67
09-30,18,166.68666666666667
09-30,19,188.8066666666667
09-30,20,188.24333333333334
09-30,21,158.93666666666664
09-30,22,109.99666666666667
09-30,23,97.42
09-30,24,67.61
10-01,1,68.56333333333333
10-01,2,52.6
10-01,3,46.21666666666667
10-01,4,33.973333333333336
10-01,5,33.96333333333333
10-01,6,34.15666666666667
10-01,7,53.31333333333333
10-01,8,132.60333333333332
10-01,9,135.67333333333332
10-01,10,126.68333333333332
10-01,11,76.44333333333333
10-01,12,61.48333333333333
10-01,13,49.586666666666666
10-01,14,42.18
10-01,15,38.4
10-01,16,40.36000000000001
10-01,17,75.29333333333334
10-01,18,113.75
10-01,19,159.16
10-01,20,179.71
10-01,21,173.12333333333333
10-01,22,144.57666666666668
10-01,23,128.35666666666665
10-01,24,112.83666666666666
10-02,1,93.86
10-02,2,80.04
10-02,3,95.94666666666667
10-02,4,98.19
10-02,5,88.68666666666667
10-02,6,94.88333333333333
10-02,7,113.70333333333333
10-02,8,158.11666666666667
10-02,9,159.60666666666665
10-02,10,167.57666666666668
10-02,11,142.48333333333332
10-02,12,113.76
10-02,13,132.74666666666667
10-02,14,102.71999999999998
10-02,15,80.86
10-02,16,101.49666666666667
10-02,17,140.76
10-02,18,154.62666666666667
10-02,19,198.83
10-02,20,244.04
10-02,21,208.34333333333333
10-02,22,170.09666666666666
10-02,23,152.21666666666667
10-02,24,133.66666666666666
10-03,1,151.73666666666665
10-03,2,147.77
10-03,3,148.79666666666665
10-03,4,135.72
10-03,5,126.64333333333333
10-03,6,122.64666666666666
10-03,7,121.32000000000001
10-03,8,183.51333333333332
10-03,9,218.85999999999999
10-03,10,272.66
10-03,11,171.80666666666664
10-03,12,174.47333333333333
10-03,13,119.93333333333334
10-03,14,124.26333333333334
10-03,15,81.47
10-03,16,94.64333333333333
10-03,17,106.79
10-03,18,171.46
10-03,19,206.85666666666668
10-03,20,246.67666666666665
10-03,21,209.15
10-03,22,174.0666666666667
10-03,23,171.14666666666668
10-03,24,153.06333333333333
10-04,1,115.01333333333334
10-04,2,103.92666666666666
10-04,3,107.96666666666665
10-04,4,95.54666666666667
10-04,5,98.36333333333334
10-04,6,107.33
10-04,7,177.17666666666665
10-04,8,223.81333333333336
10-04,9,253.34333333333333
10-04,10,158.84
10-04,11,130.99
10-04,12,110.45666666666666
10-04,13,83.05666666666666
10-04,14,87.55
10-04,15,81.53666666666668
10-04,16,93.75333333333333
10-04,17,113.01333333333332
10-04,18,137.48
10-04,19,201.87
10-04,20,213.54333333333332
10-04,21,176.84
10-04,22,130.02666666666667
10-04,23,116.28666666666668
10-04,24,100.52
10-05,1,125.26333333333334
10-05,2,103.50666666666666
10-05,3,96.57333333333334
10-05,4,77.47666666666667
10-05,5,86.45333333333333
10-05,6,82.13333333333333
10-05,7,117.90666666666668
10-05,8,142.66
10-05,9,152.48333333333332
10-05,10,139.24
10-05,11,91.54666666666667
10-05,12,66.48333333333333
10-05,13,55.349999999999994
10-05,14,38.45333333333333
10-05,15,36.42666666666667
10-05,16,50.73
10-05,17,80.56
10-05,18,132.57
10-05,19,170.91333333333333
10-05,20,211.13
10-05,21,158.91666666666666
10-05,22,145.35
10-05,23,136.79
10-05,24,84.93333333333334
10-06,1,55.866666666666674
10-06,2,48.50333333333333
10-06,3,45.06333333333333
10-06,4,44.42333333333334
10-06,5,41.28333333333333
10-06,6,62.49333333333333
10-06,7,85.60333333333334
10-06,8,138.52
10-06,9,143.5533333333333
10-06,10,121.39666666666666
10-06,11,86.66666666666667
10-06,12,26.583333333333332
10-06,13,7.156666666666666
10-06,14,0.14333333333333345
10-06,15,-2.4566666666666666
10-06,16,22.136666666666667
10-06,17,60.48
10-06,18,103.50666666666666
10-06,19,158.41333333333333
10-06,20,170.80999999999997
10-06,21,129.40666666666667
10-06,22,111.31333333333333
10-06,23,104.96666666666665
10-06,24,100.37
10-07,1,79.86
10-07,2,68.67666666666666
10-07,3,46.56
10-07,4,59.84
10-07,5,63.6
10-07,6,61.48333333333333
10-07,7,90.36666666666667
10-07,8,132.86666666666667
10-07,9,149.5
10-07,10,116.48333333333333
10-07,11,94.75333333333333
10-07,12,60.27333333333333
10-07,13,23.30333333333333
10-07,14,19.083333333333332
10-07,15,35.333333333333336
10-07,16,56.826666666666675
10-07,17,95.99333333333334
10-07,18,114.99000000000001
10-07,19,198.37666666666667
10-07,20,207.66
10-07,21,142.11
10-07,22,107.10000000000001
10-07,23,109.33
10-07,24,93.67333333333333
10-08,1,99.19666666666667
10-08,2,97.33333333333333
10-08,3,88.83999999999999
10-08,4,86.07666666666667
10-08,5,90.56
10-08,6,90.87666666666667
10-08,7,97.90333333333332
10-08,8,122.23333333333333
10-08,9,127.29666666666667
10-08,10,117.62666666666667
10-08,11,97.23333333333333
10-08,12,65.23333333333333
10-08,13,57.879999999999995
10-08,14,53.70666666666667
10-08,15,53.449999999999996
10-08,16,67.48
10-08,17,114.29
10-08,18,137.39333333333335
10-08,19,175.41666666666666
10-08,20,212.46333333333334
10-08,21,168.62666666666667
10-08,22,149.61333333333334
10-08,23,140.03
10-08,24,126.92666666666666
10-09,1,121.2
10-09,2,111.50666666666666
10-09,3,107.25
10-09,4,95.26666666666667
10-09,5,88.60000000000001
10-09,6,93.71333333333332
10-09,7,109.12333333333333
10-09,8,135.45333333333335
10-09,9,141.60333333333332
10-09,10,119.76333333333332
10-09,11,97.90333333333332
10-09,12,82.88
10-09,13,82.58
10-09,14,68.08
10-09,15,75.61666666666667
10-09,16,81.26
10-09,17,112.13333333333333
10-09,18,141.55333333333334
10-09,19,172.01999999999998
10-09,20,206.73666666666665
10-09,21,167.26666666666668
10-09,22,129.72
10-09,23,119.31333333333333
10-09,24,106.06666666666666
10-10,1,98.0
10-10,2,93.99666666666667
10-10,3,98.88333333333333
10-10,4,73.66000000000001
10-10,5,71.44333333333334
10-10,6,93.13666666666667
10-10,7,117.83333333333333
10-10,8,162.29
10-10,9,174.82333333333335
10-10,10,144.26666666666665
10-10,11,123.84666666666668
10-10,12,100.58333333333333
10-10,13,84.68666666666667
10-10,14,76.69666666666667
10-10,15,77.36
10-10,16,87.28333333333332
10-10,17,101.15333333333335
10-10,18,134.08
10-10,19,162.18666666666667
10-10,20,181.22
10-10,21,152.47666666666666
10-10,22,127.20333333333333
10-10,23,121.28333333333335
10-10,24,104.56
10-11,1,101.55
10-11,2,92.93333333333334
10-11,3,86.43666666666667
10-11,4,79.83666666666666
10-11,5,79.71333333333332
10-11,6,84.31333333333335
10-11,7,143.25
10-11,8,189.15
10-11,9,213.09333333333333
10-11,10,174.21333333333334
10-11,11,136.1
10-11,12,101.08999999999999
10-11,13,82.74
10-11,14,80.09333333333332
10-11,15,88.92333333333333
10-11,16,91.54
10-11,17,134.20333333333332
10-11,18,178.27666666666664
10-11,19,243.10333333333335
10-11,20,269.59999999999997
10-11,21,198.63333333333333
10-11,22,171.63666666666666
10-11,23,158.32999999999998
10-11,24,154.9
10-12,1,152.17999999999998
10-12,2,142.75
10-12,3,142.07333333333335
10-12,4,131.81666666666666
10-12,5,128.91666666666666
10-12,6,125.83333333333333
10-12,7,140.17666666666665
10-12,8,192.96333333333334
10-12,9,230.46333333333334
10-12,10,170.62666666666667
10-12,11,158.81
10-12,12,127.8
10-12,13,114.61333333333333
10-12,14,114.20333333333333
10-12,15,113.61666666666666
10-12,16,130.38
10-12,17,136.71666666666667
10-12,18,174.97666666666666
10-12,19,210.48666666666665
10-12,20,260.1666666666667
10-12,21,178.83666666666667
10-12,22,149.26666666666668
10-12,23,133.8033333333333
10-12,24,121.25999999999999
10-13,1,114.21666666666665
10-13,2,108.33
10-13,3,100.29
10-13,4,94.66333333333334
10-13,5,98.13666666666667
10-13,6,101.37333333333333
10-13,7,114.73
10-13,8,117.46
10-13,9,164.26
10-13,10,147.82000000000002
10-13,11,124.63333333333333
10-13,12,113.24
10-13,13,95.69666666666666
10-13,14,84.08333333333333
10-13,15,85.43333333333334
10-13,16,91.69999999999999
10-13,17,102.32
10-13,18,152.48333333333335
10-13,19,172.76333333333332
10-13,20,191.89333333333332
10-13,21,157.39000000000001
10-13,22,111.0
10-13,23,106.43666666666667
10-13,24,96.77333333333333
10-14,1,111.74333333333334
10-14,2,102.31
10-14,3,103.07333333333334
10-14,4,101.53000000000002
10-14,5,96.50999999999999
10-14,6,96.80666666666667
10-14,7,117.41333333333334
10-14,8,160.72666666666666
10-14,9,145.77666666666667
10-14,10,161.67666666666665
10-14,11,134.69333333333333
10-14,12,115.97333333333334
10-14,13,116.88999999999999
10-14,14,106.91666666666667
10-14,15,97.82333333333332
10-14,16,110.31
10-14,17,121.66333333333334
10-14,18,166.88
10-14,19,220.0
10-14,20,242.85666666666665
10-14,21,201.62666666666667
10-14,22,153.19333333333333
10-14,23,145.83
10-14,24,132.93333333333334
10-15,1,117.05333333333333
10-15,2,98.02666666666666
10-15,3,86.13
10-15,4,79.29666666666667
10-15,5,75.2
10-15,6,76.01
10-15,7,87.72666666666667
10-15,8,127.52333333333333
10-15,9,142.33
10-15,10,129.29
10-15,11,106.31333333333333
10-15,12,80.67999999999999
10-15,13,72.99666666666667
10-15,14,68.89999999999999
10-15,15,60.24333333333334
10-15,16,67.41000000000001
10-15,17,84.37666666666667
10-15,18,132.18666666666667
10-15,19,159.83333333333334
10-15,20,159.99666666666667
10-15,21,140.75666666666666
10-15,22,115.78666666666668
10-15,23,111.69
10-15,24,102.49666666666667
10-16,1,79.28
10-16,2,66.79666666666667
10-16,3,62.68000000000001
10-16,4,60.82
10-16,5,62.99333333333334
10-16,6,63.43
10-16,7,84.36333333333334
10-16,8,98.94
10-16,9,134.70000000000002
10-16,10,106.21666666666668
10-16,11,94.98
10-16,12,73.16
10-16,13,56.28666666666666
10-16,14,40.93
10-16,15,65.79666666666667
10-16,16,81.87666666666667
10-16,17,96.62
10-16,18,145.79
10-16,19,172.17666666666665
10-16,20,189.20666666666668
10-16,21,138.81666666666666
10-16,22,119.13333333333333
10-16,23,103.46
10-16,24,93.43666666666667
10-17,1,90.97666666666667
10-17,2,80.2
10-17,3,74.84333333333333
10-17,4,67.27333333333333
10-17,5,64.56
10-17,6,81.38333333333333
10-17,7,108.41000000000001
10-17,8,138.29666666666665
10-17,9,157.18333333333334
10-17,10,141.54999999999998
10-17,11,124.56333333333333
10-17,12,116.37333333333333
10-17,13,108.21
10-17,14,105.12666666666667
10-17,15,103.61666666666667
10-17,16,111.38999999999999
10-17,17,127.92333333333333
10-17,18,161.91666666666666
10-17,19,201.45666666666668
10-17,20,200.28333333333333
10-17,21,145.32666666666668
10-17,22,127.99000000000001
10-17,23,126.13
10-17,24,109.52
10-18,1,101.69666666666666
10-18,2,94.99333333333334
10-18,3,95.92999999999999
10-18,4,90.73
10-18,5,90.03333333333335
10-18,6,93.16666666666667
10-18,7,112.44333333333333
10-18,8,148.89333333333335
10-18,9,179.40666666666667
10-18,10,146.86333333333332
10-18,11,128.98333333333332
10-18,12,115.38666666666666
10-18,13,95.43333333333334
10-18,14,96.25
10-18,15,92.80333333333334
10-18,16,97.74333333333334
10-18,17,106.06333333333333
10-18,18,144.91
10-18,19,172.20000000000002
10-18,20,165.82666666666668
10-18,21,132.89333333333335
10-18,22,116.09333333333335
10-18,23,102.63666666666667
10-18,24,91.71333333333332
10-19,1,75.08666666666666
10-19,2,71.18333333333334
10-19,3,68.3
10-19,4,67.58333333333333
10-19,5,67.56666666666668
10-19,6,76.44333333333334
10-19,7,101.32666666666667
10-19,8,124.58999999999999
10-19,9,138.1
10-19,10,119.60000000000001
10-19,11,106.29666666666667
10-19,12,104.7
10-19,13,104.48333333333333
10-19,14,90.21666666666665
10-19,15,97.71333333333332
10-19,16,92.03000000000002
10-19,17,112.71
10-19,18,142.9933333333333
10-19,19,144.41
10-19,20,136.76666666666668
10-19,21,111.05
10-19,22,104.80333333333333
10-19,23,105.14
10-19,24,98.83999999999999
10-20,1,68.71
10-20,2,51.51666666666667
10-20,3,56.06
10-20,4,42.699999999999996
10-20,5,36.86666666666667
10-20,6,50.876666666666665
10-20,7,77.65666666666667
10-20,8,111.12
10-20,9,127.07333333333334
10-20,10,112.25666666666666
10-20,11,99.40666666666668
10-20,12,89.46
10-20,13,81.33333333333333
10-20,14,80.92666666666666
10-20,15,76.55666666666667
10-20,16,75.76
10-20,17,81.58666666666666
10-20,18,115.54333333333334
10-20,19,124.42999999999999
10-20,20,125.04
10-20,21,105.74666666666667
10-20,22,85.19333333333333
10-20,23,77.69333333333333
10-20,24,64.71
10-21,1,61.57666666666666
10-21,2,51.93000000000001
10-21,3,50.98666666666667
10-21,4,48.51666666666667
10-21,5,53.303333333333335
10-21,6,57.28333333333333
10-21,7,81.16000000000001
10-21,8,114.31
10-21,9,129.27666666666667
10-21,10,118.79333333333334
10-21,11,105.31
10-21,12,97.67
10-21,13,79.62666666666667
10-21,14,74.35000000000001
10-21,15,71.94666666666667
10-21,16,82.54666666666667
10-21,17,108.28666666666668
10-21,18,139.64666666666668
10-21,19,174.64333333333335
10-21,20,153.49
10-21,21,115.94666666666667
10-21,22,98.41333333333334
10-21,23,99.44
10-21,24,91.90666666666668
10-22,1,90.54666666666667
10-22,2,80.72666666666667
10-22,3,77.31666666666666
10-22,4,72.00333333333333
10-22,5,73.19
10-22,6,79.53333333333333
10-22,7,82.83333333333333
10-22,8,113.54666666666667
10-22,9,113.25
10-22,10,106.54333333333334
10-22,11,93.82333333333334
10-22,12,86.74000000000001
10-22,13,80.86666666666666
10-22,14,70.83666666666666
10-22,15,69.01666666666667
10-22,16,82.44666666666667
10-22,17,101.04666666666667
10-22,18,131.37666666666667
10-22,19,156.23
10-22,20,163.79333333333332
10-22,21,139.29999999999998
10-22,22,118.35333333333334
10-22,23,111.64
10-22,24,107.28666666666668
10-23,1,102.27999999999999
10-23,2,94.64333333333333
10-23,3,92.78333333333335
10-23,4,92.00999999999999
10-23,5,93.02666666666666
10-23,6,95.32000000000001
10-23,7,115.01666666666667
10-23,8,140.36333333333334
10-23,9,159.82
10-23,10,131.23666666666665
10-23,11,108.75666666666666
10-23,12,97.82
10-23,13,89.33666666666666
10-23,14,85.48666666666666
10-23,15,86.91000000000001
10-23,16,95.89666666666666
10-23,17,106.06
10-23,18,129.17666666666665
10-23,19,157.68666666666667
10-23,20,148.73
10-23,21,113.05333333333333
10-23,22,96.50999999999999
10-23,23,96.45333333333333
10-23,24,85.91000000000001
10-24,1,80.14666666666666
10-24,2,75.71333333333332
10-24,3,70.24
10-24,4,63.336666666666666
10-24,5,67.45333333333333
10-24,6,74.27333333333333
10-24,7,86.67999999999999
10-24,8,119.30333333333334
10-24,9,139.26666666666665
10-24,10,120.00999999999999
10-24,11,108.86666666666667
10-24,12,96.34333333333332
10-24,13,86.33
10-24,14,84.54
10-24,15,83.05
10-24,16,87.81666666666666
10-24,17,99.51666666666667
10-24,18,123.07333333333332
10-24,19,134.16333333333333
10-24,20,132.06
10-24,21,112.31666666666666
10-24,22,99.68666666666667
10-24,23,103.74333333333334
10-24,24,88.09666666666668
10-25,1,79.48
10-25,2,75.72333333333333
10-25,3,75.72666666666667
10-25,4,76.82333333333334
10-25,5,82.74
10-25,6,88.42333333333333
10-25,7,101.13
10-25,8,116.53666666666668
10-25,9,133.9
10-25,10,127.56666666666666
10-25,11,110.77333333333333
10-25,12,103.44
10-25,13,95.96666666666665
10-25,14,88.68
10-25,15,92.54666666666667
10-25,16,101.72666666666667
10-25,17,118.84666666666665
10-25,18,150.27333333333334
10-25,19,180.56333333333336
10-25,20,173.01
10-25,21,136.25333333333333
10-25,22,118.07
10-25,23,112.28333333333335
10-25,24,109.78333333333335
10-26,1,100.37666666666667
10-26,2,99.38333333333333
10-26,3,98.86666666666667
10-26,4,93.15333333333332
10-26,5,91.61
10-26,6,91.44
10-26,7,100.87666666666667
10-26,8,114.02666666666666
10-26,9,140.70000000000002
10-26,10,135.66666666666666
10-26,11,122.30666666666667
10-26,12,99.46
10-26,13,92.40666666666668
10-26,14,89.83999999999999
10-26,15,87.07333333333334
10-26,16,93.58333333333333
10-26,17,88.87666666666667
10-26,18,132.4
10-26,19,140.9
10-26,20,126.64
10-26,21,110.95
10-26,22,104.49000000000001
10-26,23,105.71999999999998
10-26,24,91.84333333333332
10-27,1,95.53333333333335
10-27,2,92.36
10-27,3,89.3125
10-27,4,91.47333333333334
10-27,5,93.23
10-27,6,100.38333333333333
10-27,7,112.89666666666666
10-27,8,129.59333333333333
10-27,9,138.82666666666668
10-27,10,120.70666666666666
10-27,11,109.34333333333335
10-27,12,101.11666666666667
10-27,13,89.28000000000002
10-27,14,83.29666666666667
10-27,15,90.86333333333334
10-27,16,107.98666666666668
10-27,17,123.83999999999999
10-27,18,144.23
10-27,19,149.50666666666666
10-27,20,138.67333333333332
10-27,21,123.65666666666665
10-27,22,113.17333333333333
10-27,23,109.10333333333334
10-27,24,98.32666666666667
10-28,1,88.39333333333333
10-28,2,81.36333333333333
10-28,3,78.38666666666667
10-28,4,74.11333333333333
10-28,5,74.68666666666667
10-28,6,82.21666666666667
10-28,7,91.2
10-28,8,104.17666666666666
10-28,9,111.2
10-28,10,104.16666666666667
10-28,11,96.88
10-28,12,87.57666666666667
10-28,13,80.92
10-28,14,77.50333333333333
10-28,15,81.21333333333332
10-28,16,88.87
10-28,17,98.52666666666666
10-28,18,125.03333333333335
10-28,19,137.02333333333334
10-28,20,125.72666666666667
10-28,21,103.88999999999999
10-28,22,87.18666666666667
10-28,23,82.40333333333332
10-28,24,70.22333333333334
10-29,1,65.47
10-29,2,61.90333333333333
10-29,3,45.2425
10-29,4,59.78666666666667
10-29,5,59.98333333333333
10-29,6,63.94
10-29,7,69.25333333333333
10-29,8,81.99333333333333
10-29,9,86.30666666666667
10-29,10,78.42
10-29,11,71.12666666666667
10-29,12,65.74333333333334
10-29,13,62.076666666666675
10-29,14,64.62666666666667
10-29,15,73.85333333333334
10-29,16,93.09333333333332
10-29,17,120.98666666666666
10-29,18,161.59333333333333
10-29,19,160.23
10-29,20,133.92
10-29,21,104.19
10-29,22,94.69000000000001
10-29,23,89.66666666666667
10-29,24,78.22666666666667
10-30,1,69.33666666666666
10-30,2,67.97333333333333
10-30,3,75.3875
10-30,4,66.55666666666666
10-30,5,68.37666666666667
10-30,6,74.04
10-30,7,98.91666666666667
10-30,8,115.09333333333335
10-30,9,118.79
10-30,10,109.02666666666669
10-30,11,98.91333333333334
10-30,12,100.14333333333333
10-30,13,100.29333333333334
10-30,14,105.58999999999999
10-30,15,113.06333333333333
10-30,16,127.62333333333333
10-30,17,145.07333333333335
10-30,18,167.61333333333334
10-30,19,175.63
10-30,20,157.71666666666667
10-30,21,135.43666666666667
10-30,22,123.16666666666667
10-30,23,122.05333333333333
10-30,24,110.81333333333333
10-31,1,104.06666666666666
10-31,2,98.0
10-31,3,94.00999999999999
10-31,4,90.42333333333333
10-31,5,95.17333333333333
10-31,6,105.00666666666666
10-31,7,123.08
10-31,8,142.86333333333334
10-31,9,157.18666666666667
10-31,10,143.4
10-31,11,125.39333333333333
10-31,12,116.62666666666667
10-31,13,112.29
10-31,14,117.05333333333334
10-31,15,124.38
10-31,16,133.61
10-31,17,143.45333333333335
10-31,18,161.03333333333333
10-31,19,164.53333333333333
10-31,20,150.66
10-31,21,127.68333333333332
10-31,22,119.89999999999999
10-31,23,116.5
10-31,24,102.74000000000001
11-01,1,92.48333333333333
11-01,2,86.41000000000001
11-01,3,71.34333333333333
11-01,4,58.04
11-01,5,54.51666666666667
11-01,6,64.03333333333333
11-01,7,73.35000000000001
11-01,8,87.14666666666666
11-01,9,92.46
11-01,10,83.96
11-01,11,72.38333333333334
11-01,12,66.02333333333333
11-01,13,57.93666666666667
11-01,14,65.41333333333334
11-01,15,77.40666666666667
11-01,16,87.56333333333333
11-01,17,95.14666666666666
11-01,18,110.27
11-01,19,113.07333333333334
11-01,20,100.07666666666667
11-01,21,88.32000000000001
11-01,22,74.47666666666667
11-01,23,75.30333333333333
11-01,24,58.25333333333333
11-02,1,51.68666666666667
11-02,2,42.38
11-02,3,35.836666666666666
11-02,4,33.223333333333336
11-02,5,37.23333333333333
11-02,6,45.00333333333333
11-02,7,71.32
11-02,8,93.15666666666668
11-02,9,108.97333333333331
11-02,10,93.7
11-02,11,72.7
11-02,12,67.98
11-02,13,65.81333333333333
11-02,14,70.14333333333333
11-02,15,87.61333333333334
11-02,16,111.55666666666667
11-02,17,120.33
11-02,18,146.70000000000002
11-02,19,142.17333333333332
11-02,20,112.47666666666667
11-02,21,100.02
11-02,22,91.13999999999999
11-02,23,89.01666666666667
11-02,24,78.88333333333334
11-03,1,61.080000000000005
11-03,2,53.35333333333333
11-03,3,42.946666666666665
11-03,4,43.24333333333334
11-03,5,43.07333333333333
11-03,6,58.03
11-03,7,80.30666666666667
11-03,8,95.61333333333334
11-03,9,96.73333333333333
11-03,10,96.04
11-03,11,81.82666666666667
11-03,12,79.98
11-03,13,72.8
11-03,14,82.75333333333333
11-03,15,85.43666666666667
11-03,16,99.60333333333334
11-03,17,108.23666666666666
11-03,18,122.89999999999999
11-03,19,125.79
11-03,20,113.28000000000002
11-03,21,102.48
11-03,22,90.89333333333333
11-03,23,90.50999999999999
11-03,24,79.41666666666667
11-04,1,97.58666666666666
11-04,2,78.96333333333332
11-04,3,87.32333333333334
11-04,4,82.37666666666667
11-04,5,75.16
11-04,6,81.20666666666666
11-04,7,104.38666666666666
11-04,8,123.71
11-04,9,126.04333333333334
11-04,10,116.67666666666666
11-04,11,106.15666666666668
11-04,12,93.13333333333333
11-04,13,91.56666666666666
11-04,14,98.11666666666667
11-04,15,93.00333333333333
11-04,16,117.10666666666667
11-04,17,129.83333333333334
11-04,18,189.58333333333334
11-04,19,176.62333333333333
11-04,20,144.09
11-04,21,122.86000000000001
11-04,22,110.39666666666666
11-04,23,98.84333333333335
11-04,24,90.73666666666666
11-05,1,80.97666666666667
11-05,2,82.59
11-05,3,77.40666666666668
11-05,4,74.97666666666667
11-05,5,76.29666666666667
11-05,6,79.69333333333333
11-05,7,87.96333333333332
11-05,8,111.09666666666665
11-05,9,113.00999999999999
11-05,10,104.68333333333334
11-05,11,95.27333333333333
11-05,12,89.04333333333334
11-05,13,86.78666666666668
11-05,14,80.21333333333332
11-05,15,89.30333333333333
11-05,16,113.06
11-05,17,172.44333333333336
11-05,18,238.28333333333333
11-05,19,224.57666666666668
11-05,20,180.9433333333333
11-05,21,115.47333333333331
11-05,22,98.85333333333334
11-05,23,91.14333333333333
11-05,24,81.62666666666667
11-06,1,69.58
11-06,2,56.85666666666666
11-06,3,53.74
11-06,4,46.629999999999995
11-06,5,57.29666666666666
11-06,6,50.199999999999996
11-06,7,85.78333333333335
11-06,8,118.99666666666667
11-06,9,115.95
11-06,10,97.62333333333333
11-06,11,88.87
11-06,12,86.68333333333334
11-06,13,100.74000000000001
11-06,14,88.64333333333333
11-06,15,102.56
11-06,16,127.09666666666665
11-06,17,174.82666666666668
11-06,18,282.6666666666667
11-06,19,282.31333333333333
11-06,20,207.75666666666666
11-06,21,136.60333333333332
11-06,22,116.13666666666666
11-06,23,103.33333333333333
11-06,24,89.87666666666667
11-07,1,66.76666666666667
11-07,2,59.19333333333333
11-07,3,56.57
11-07,4,55.18333333333334
11-07,5,57.90333333333333
11-07,6,62.026666666666664
11-07,7,85.10333333333334
11-07,8,134.46333333333334
11-07,9,143.62
11-07,10,141.51666666666668
11-07,11,128.79
11-07,12,118.95333333333333
11-07,13,113.33
11-07,14,120.50333333333333
11-07,15,122.63333333333333
11-07,16,146.29999999999998
11-07,17,168.72
11-07,18,222.96
11-07,19,194.9433333333333
11-07,20,146.56
11-07,21,120.15666666666665
11-07,22,97.07666666666667
11-07,23,96.10666666666667
11-07,24,84.23
11-08,1,78.52666666666666
11-08,2,71.86666666666667
11-08,3,65.09
11-08,4,62.093333333333334
11-08,5,64.61666666666667
11-08,6,68.96333333333332
11-08,7,85.33666666666666
11-08,8,120.64333333333333
11-08,9,126.56
11-08,10,106.67333333333333
11-08,11,94.61333333333334
11-08,12,89.68666666666667
11-08,13,85.64666666666666
11-08,14,91.44
11-08,15,96.29
11-08,16,116.44
11-08,17,121.10666666666668
11-08,18,129.24333333333334
11-08,19,139.32
11-08,20,124.79666666666667
11-08,21,114.59666666666668
11-08,22,112.77
11-08,23,109.66666666666667
11-08,24,101.23666666666668
11-09,1,91.06333333333333
11-09,2,77.99666666666667
11-09,3,69.94333333333333
11-09,4,68.24333333333334
11-09,5,72.53333333333333
11-09,6,87.02
11-09,7,109.82333333333334
11-09,8,125.71
11-09,9,137.99
11-09,10,130.6
11-09,11,113.06
11-09,12,104.73333333333333
11-09,13,101.41333333333334
11-09,14,106.17
11-09,15,118.06333333333333
11-09,16,128.39000000000001
11-09,17,137.53666666666666
11-09,18,156.54
11-09,19,158.32000000000002
11-09,20,140.79
11-09,21,125.80666666666666
11-09,22,115.55
11-09,23,109.02666666666666
11-09,24,103.88666666666666
11-10,1,93.85666666666667
11-10,2,90.13333333333333
11-10,3,83.01
11-10,4,80.46666666666665
11-10,5,82.54666666666667
11-10,6,90.62333333333333
11-10,7,111.69
11-10,8,130.34333333333333
11-10,9,138.79999999999998
11-10,10,127.48
11-10,11,107.91333333333334
11-10,12,98.54
11-10,13,94.48
11-10,14,98.84666666666668
11-10,15,106.69666666666667
11-10,16,128.32666666666668
11-10,17,145.04666666666665
11-10,18,158.77
11-10,19,158.95000000000002
11-10,20,145.43666666666667
11-10,21,124.49000000000001
11-10,22,108.13
11-10,23,113.23333333333333
11-10,24,93.78000000000002
11-11,1,74.82
11-11,2,72.39333333333333
11-11,3,69.29333333333334
11-11,4,74.13666666666667
11-11,5,59.25333333333333
11-11,6,59.526666666666664
11-11,7,94.34666666666668
11-11,8,113.90666666666668
11-11,9,124.25999999999999
11-11,10,113.43666666666667
11-11,11,103.62666666666667
11-11,12,85.97666666666667
11-11,13,90.27
11-11,14,98.13333333333333
11-11,15,111.15666666666668
11-11,16,127.75666666666666
11-11,17,139.94
11-11,18,161.87666666666667
11-11,19,162.41
11-11,20,144.76
11-11,21,130.26333333333335
11-11,22,115.70666666666666
11-11,23,109.23
11-11,24,104.38333333333333
11-12,1,109.52666666666669
11-12,2,107.19
11-12,3,103.52666666666666
11-12,4,101.64999999999999
