Day-Month,Hour,Temperature
10-07,20,15.2
10-07,21,15.366666666666664
10-07,22,15.266666666666666
10-07,23,14.966666666666669
10-08,0,14.9
10-08,1,15.0
10-08,2,14.633333333333333
10-08,3,14.666666666666666
10-08,4,14.033333333333331
10-08,5,13.433333333333332
10-08,6,13.566666666666668
10-08,7,14.166666666666666
10-08,8,15.033333333333331
10-08,9,15.5
10-08,10,15.633333333333333
10-08,11,16.2
10-08,12,16.366666666666667
10-08,13,16.46666666666667
10-08,14,16.2
10-08,15,16.0
10-08,16,14.833333333333334
10-08,17,13.9
10-08,18,12.833333333333334
10-08,19,11.6
10-08,20,10.966666666666669
10-08,21,10.266666666666667
10-08,22,10.733333333333334
10-08,23,10.966666666666669
10-09,0,11.466666666666669
10-09,1,11.3
10-09,2,11.233333333333334
10-09,3,11.533333333333331
10-09,4,11.333333333333334
10-09,5,11.566666666666668
10-09,6,12.333333333333334
10-09,7,13.6
10-09,8,15.133333333333333
10-09,9,16.033333333333335
10-09,10,16.8
10-09,11,17.166666666666668
10-09,12,17.400000000000002
10-09,13,17.0
10-09,14,16.666666666666668
10-09,15,16.066666666666666
10-09,16,15.033333333333331
10-09,17,13.666666666666666
10-09,18,12.666666666666666
10-09,19,11.966666666666669
10-09,20,13.0
10-09,21,12.833333333333334
10-09,22,12.5
10-09,23,11.9
10-10,0,11.7
10-10,1,11.266666666666666
10-10,2,11.766666666666666
10-10,3,11.433333333333332
10-10,4,11.3
10-10,5,11.033333333333331
10-10,6,11.9
10-10,7,12.8
10-10,8,14.4
10-10,9,15.266666666666666
10-10,10,16.599999999999998
10-10,11,16.433333333333334
10-10,12,16.666666666666668
10-10,13,15.566666666666668
10-10,14,15.7
10-10,15,15.266666666666666
10-10,16,13.833333333333334
10-10,17,12.666666666666666
10-10,18,12.266666666666666
10-10,19,11.866666666666667
10-10,20,10.833333333333334
10-10,21,10.233333333333333
10-10,22,9.9
10-10,23,9.233333333333333
10-11,0,8.9
10-11,1,8.666666666666666
10-11,2,8.299999999999999
10-11,3,7.866666666666667
10-11,4,7.333333333333333
10-11,5,7.933333333333334
10-11,6,9.266666666666667
10-11,7,11.0
10-11,8,13.166666666666666
10-11,9,14.5
10-11,10,15.166666666666666
10-11,11,15.466666666666669
10-11,12,15.7
10-11,13,16.166666666666668
10-11,14,15.466666666666669
10-11,15,15.300000000000002
10-11,16,13.066666666666665
10-11,17,11.533333333333331
10-11,18,10.7
10-11,19,9.633333333333333
10-11,20,9.133333333333333
10-11,21,8.466666666666667
10-11,22,8.1
10-11,23,7.5
10-12,0,7.366666666666667
10-12,1,7.233333333333333
10-12,2,7.266666666666667
10-12,3,7.399999999999999
10-12,4,7.399999999999999
10-12,5,7.3
10-12,6,7.833333333333333
10-12,7,9.433333333333334
10-12,8,10.733333333333334
10-12,9,11.833333333333334
10-12,10,12.6
10-12,11,12.966666666666669
10-12,12,13.333333333333334
10-12,13,14.2
10-12,14,14.533333333333331
10-12,15,14.2
10-12,16,12.9
10-12,17,12.166666666666666
10-12,18,12.466666666666669
10-12,19,12.1
10-12,20,12.133333333333336
10-12,21,12.4
10-12,22,12.566666666666668
10-12,23,12.466666666666669
10-13,0,12.466666666666669
10-13,1,12.9
10-13,2,12.833333333333334
10-13,3,12.966666666666669
10-13,4,12.7
10-13,5,13.1
10-13,6,13.1
10-13,7,13.866666666666667
10-13,8,14.366666666666667
10-13,9,15.466666666666669
10-13,10,15.633333333333333
10-13,11,16.333333333333332
10-13,12,16.099999999999998
10-13,13,15.566666666666665
10-13,14,14.866666666666667
10-13,15,14.7
10-13,16,13.9
10-13,17,13.199999999999998
10-13,18,12.7
10-13,19,11.666666666666666
10-13,20,10.666666666666666
10-13,21,9.966666666666669
10-13,22,10.0
10-13,23,9.766666666666667
10-14,0,9.3
10-14,1,9.433333333333334
10-14,2,9.466666666666669
10-14,3,9.6
10-14,4,9.9
10-14,5,9.966666666666669
10-14,6,10.4
10-14,7,11.033333333333331
10-14,8,12.166666666666666
10-14,9,11.966666666666669
10-14,10,12.1
10-14,11,12.966666666666669
10-14,12,13.1
10-14,13,13.0
10-14,14,13.2
10-14,15,12.566666666666668
10-14,16,10.666666666666666
10-14,17,9.533333333333331
10-14,18,8.799999999999999
10-14,19,8.133333333333333
10-14,20,7.233333333333333
10-14,21,7.399999999999999
10-14,22,6.566666666666666
10-14,23,6.966666666666666
10-15,0,7.833333333333333
10-15,1,7.666666666666667
10-15,2,7.400000000000001
10-15,3,6.866666666666667
10-15,4,7.233333333333333
10-15,5,7.633333333333333
10-15,6,8.4
10-15,7,9.5
10-15,8,10.8
10-15,9,11.633333333333333
10-15,10,11.233333333333334
10-15,11,12.8
10-15,12,13.133333333333333
10-15,13,13.033333333333331
10-15,14,12.966666666666669
10-15,15,12.433333333333332
10-15,16,11.133333333333333
10-15,17,10.866666666666667
10-15,18,10.3
10-15,19,10.4
10-15,20,10.8
10-15,21,10.9
10-15,22,10.699999999999998
10-15,23,9.966666666666669
10-16,0,10.633333333333333
10-16,1,10.733333333333334
10-16,2,10.866666666666667
10-16,3,10.7
10-16,4,10.666666666666666
10-16,5,10.733333333333334
10-16,6,11.2
10-16,7,12.1
10-16,8,13.8
10-16,9,15.266666666666666
10-16,10,16.099999999999998
10-16,11,16.7
10-16,12,16.633333333333333
10-16,13,16.266666666666666
10-16,14,16.033333333333335
10-16,15,15.033333333333331
10-16,16,13.3
10-16,17,12.7
10-16,18,12.4
10-16,19,12.066666666666668
10-16,20,11.966666666666669
10-16,21,11.866666666666664
10-16,22,11.866666666666667
10-16,23,11.566666666666668
10-17,0,11.533333333333331
10-17,1,11.6
10-17,2,11.933333333333332
10-17,3,12.133333333333333
10-17,4,12.4
10-17,5,12.433333333333332
10-17,6,12.933333333333332
10-17,7,13.9
10-17,8,14.533333333333331
10-17,9,15.333333333333334
10-17,10,15.666666666666666
10-17,11,16.133333333333333
10-17,12,16.0
10-17,13,16.266666666666666
10-17,14,16.266666666666666
10-17,15,15.466666666666669
10-17,16,14.366666666666667
10-17,17,13.733333333333334
10-17,18,13.1
10-17,19,12.466666666666669
10-17,20,12.7
10-17,21,12.1
10-17,22,11.833333333333334
10-17,23,11.3
10-18,0,10.866666666666667
10-18,1,10.633333333333333
10-18,2,10.466666666666669
10-18,3,10.1
10-18,4,9.866666666666667
10-18,5,9.766666666666667
10-18,6,10.466666666666669
10-18,7,11.133333333333333
10-18,8,12.566666666666668
10-18,9,14.166666666666666
10-18,10,15.133333333333336
10-18,11,15.866666666666667
10-18,12,15.933333333333332
10-18,13,16.0
10-18,14,15.733333333333334
10-18,15,14.766666666666666
10-18,16,12.833333333333334
10-18,17,11.833333333333334
10-18,18,10.866666666666667
10-18,19,10.233333333333333
10-18,20,9.8
10-18,21,9.133333333333333
10-18,22,9.566666666666666
10-18,23,9.666666666666666
10-19,0,9.566666666666666
10-19,1,9.8
10-19,2,9.966666666666669
10-19,3,10.066666666666668
10-19,4,10.033333333333331
10-19,5,10.1
10-19,6,11.2
10-19,7,12.133333333333333
10-19,8,13.433333333333332
10-19,9,14.766666666666667
10-19,10,15.1
10-19,11,15.699999999999998
10-19,12,15.666666666666666
10-19,13,15.633333333333333
10-19,14,15.266666666666666
10-19,15,14.733333333333334
10-19,16,13.9
10-19,17,13.766666666666666
10-19,18,13.233333333333334
10-19,19,13.0
10-19,20,12.833333333333334
10-19,21,12.5
10-19,22,12.4
10-19,23,12.4
10-20,0,11.966666666666669
10-20,1,11.566666666666668
10-20,2,11.433333333333332
10-20,3,11.3
10-20,4,11.4
10-20,5,11.6
10-20,6,11.566666666666668
10-20,7,11.733333333333334
10-20,8,11.933333333333332
10-20,9,12.266666666666666
10-20,10,12.9
10-20,11,13.1
10-20,12,13.433333333333332
10-20,13,13.8
10-20,14,14.233333333333334
10-20,15,14.366666666666667
10-20,16,14.366666666666667
10-20,17,14.866666666666664
10-20,18,15.133333333333333
10-20,19,15.066666666666665
10-20,20,15.033333333333331
10-20,21,14.566666666666668
10-20,22,13.533333333333331
10-20,23,13.433333333333332
10-21,0,13.433333333333332
10-21,1,13.433333333333332
10-21,2,13.1
10-21,3,12.933333333333332
10-21,4,12.833333333333334
10-21,5,12.933333333333332
10-21,6,13.0
10-21,7,13.466666666666669
10-21,8,13.9
10-21,9,14.4
10-21,10,15.233333333333334
10-21,11,16.133333333333336
10-21,12,16.066666666666666
10-21,13,16.366666666666664
10-21,14,15.666666666666666
10-21,15,14.966666666666669
10-21,16,13.433333333333332
10-21,17,13.9
10-21,18,13.833333333333334
10-21,19,14.0
10-21,20,13.866666666666667
10-21,21,13.266666666666666
10-21,22,12.266666666666666
10-21,23,12.066666666666668
10-22,0,12.4
10-22,1,12.133333333333333
10-22,2,11.766666666666666
10-22,3,11.3
10-22,4,11.533333333333331
10-22,5,11.5
10-22,6,11.9
10-22,7,12.633333333333333
10-22,8,13.266666666666666
10-22,9,14.366666666666667
10-22,10,15.233333333333334
10-22,11,15.7
10-22,12,16.2
10-22,13,15.966666666666669
10-22,14,15.933333333333332
10-22,15,14.733333333333334
10-22,16,12.433333333333332
10-22,17,11.133333333333333
10-22,18,9.566666666666668
10-22,19,9.466666666666669
10-22,20,9.566666666666668
10-22,21,9.666666666666666
10-22,22,9.733333333333333
10-22,23,9.633333333333333
10-23,0,8.700000000000001
10-23,1,8.4
10-23,2,8.700000000000001
10-23,3,8.700000000000001
10-23,4,9.733333333333334
10-23,5,10.566666666666666
10-23,6,10.666666666666666
10-23,7,11.133333333333333
10-23,8,11.7
10-23,9,12.133333333333333
10-23,10,12.9
10-23,11,14.166666666666666
10-23,12,14.966666666666669
10-23,13,15.233333333333334
10-23,14,15.1
10-23,15,14.333333333333334
10-23,16,13.633333333333333
10-23,17,13.0
10-23,18,12.733333333333334
10-23,19,12.333333333333334
10-23,20,11.666666666666666
10-23,21,11.966666666666669
10-23,22,11.566666666666668
10-23,23,11.133333333333333
10-24,0,11.266666666666666
10-24,1,11.433333333333332
10-24,2,11.166666666666666
10-24,3,10.966666666666669
10-24,4,11.166666666666666
10-24,5,10.566666666666666
10-24,6,11.033333333333331
10-24,7,11.833333333333334
10-24,8,12.666666666666666
10-24,9,13.166666666666666
10-24,10,13.433333333333332
10-24,11,13.433333333333332
10-24,12,13.366666666666667
10-24,13,13.666666666666666
10-24,14,14.333333333333334
10-24,15,13.866666666666667
10-24,16,12.866666666666667
10-24,17,12.166666666666666
10-24,18,12.3
10-24,19,11.866666666666667
10-24,20,11.6
10-24,21,11.333333333333334
10-24,22,11.3
10-24,23,11.233333333333334
10-25,0,10.466666666666669
10-25,1,10.7
10-25,2,10.733333333333334
10-25,3,10.7
10-25,4,10.633333333333333
10-25,5,11.133333333333333
10-25,6,11.166666666666666
10-25,7,11.7
10-25,8,12.366666666666667
10-25,9,13.3
10-25,10,14.333333333333334
10-25,11,14.733333333333334
10-25,12,14.8
10-25,13,15.166666666666666
10-25,14,15.033333333333331
10-25,15,14.266666666666666
10-25,16,13.366666666666667
10-25,17,12.4
10-25,18,11.733333333333334
10-25,19,11.3
10-25,20,10.5
10-25,21,10.1
10-25,22,9.633333333333333
10-25,23,9.733333333333334
10-26,0,9.9
10-26,1,10.166666666666666
10-26,2,10.066666666666668
10-26,3,9.466666666666669
10-26,4,10.3
10-26,5,10.566666666666666
10-26,6,10.066666666666666
10-26,7,11.133333333333333
10-26,8,12.6
10-26,9,14.0
10-26,10,15.233333333333334
10-26,11,15.1
10-26,12,15.800000000000002
10-26,13,16.0
10-26,14,16.0
10-26,15,15.533333333333331
10-26,16,14.266666666666666
10-26,17,13.433333333333332
10-26,18,14.033333333333331
10-26,19,13.1
10-26,20,12.633333333333333
10-26,21,12.166666666666666
10-26,22,12.366666666666667
10-26,23,12.1
10-27,0,12.666666666666666
10-27,1,12.533333333333331
10-27,2,12.666666666666666
10-27,3,12.266666666666666
10-27,4,12.2
10-27,5,12.033333333333331
10-27,6,12.166666666666666
10-27,7,12.5
10-27,8,13.866666666666667
10-27,9,14.366666666666667
10-27,10,15.1
10-27,11,15.333333333333334
10-27,12,15.6
10-27,13,15.233333333333334
10-27,14,15.6
10-27,15,14.666666666666666
10-27,16,13.166666666666666
10-27,17,11.7
10-27,18,10.433333333333334
10-27,19,10.866666666666667
10-27,20,10.9
10-27,21,10.5
10-27,22,10.266666666666667
10-27,23,10.433333333333332
10-28,0,10.8
10-28,1,11.033333333333331
10-28,2,11.433333333333332
10-28,3,11.566666666666668
10-28,4,11.466666666666669
10-28,5,11.533333333333331
10-28,6,11.666666666666666
10-28,7,12.533333333333331
10-28,8,13.733333333333334
10-28,9,14.566666666666668
10-28,10,15.466666666666669
10-28,11,16.0
10-28,12,16.066666666666666
10-28,13,16.233333333333334
10-28,14,15.966666666666669
10-28,15,15.566666666666668
10-28,16,14.766666666666666
10-28,17,14.266666666666666
10-28,18,13.666666666666666
10-28,19,13.333333333333334
10-28,20,12.533333333333331
10-28,21,11.933333333333332
10-28,22,11.833333333333334
10-28,23,12.033333333333331
10-29,0,12.066666666666668
10-29,1,12.433333333333332
10-29,2,12.666666666666666
10-29,3,12.7
10-29,4,12.966666666666669
10-29,5,12.866666666666667
10-29,6,12.9
10-29,7,13.9
10-29,8,14.566666666666668
10-29,9,14.733333333333334
10-29,10,15.666666666666666
10-29,11,15.733333333333334
10-29,12,16.0
10-29,13,16.0
10-29,14,15.5
10-29,15,15.166666666666666
10-29,16,14.9
10-29,17,14.633333333333336
10-29,18,14.066666666666668
10-29,19,14.133333333333333
10-29,20,14.066666666666668
10-29,21,13.033333333333331
10-29,22,12.833333333333334
10-29,23,11.866666666666667
10-30,0,11.766666666666666
10-30,1,11.2
10-30,2,11.3
10-30,3,11.2
10-30,4,11.2
10-30,5,10.966666666666669
10-30,6,11.133333333333333
10-30,7,12.533333333333331
10-30,8,13.4
10-30,9,14.433333333333332
10-30,10,15.466666666666669
10-30,11,15.9
10-30,12,15.633333333333336
10-30,13,15.333333333333334
10-30,14,15.166666666666666
10-30,15,14.333333333333334
10-30,16,13.7
10-30,17,12.966666666666669
10-30,18,12.9
10-30,19,12.366666666666667
10-30,20,11.766666666666666
10-30,21,11.166666666666666
10-30,22,10.8
10-30,23,10.666666666666666
10-31,0,11.3
10-31,1,10.2
10-31,2,9.833333333333334
10-31,3,10.1
10-31,4,9.866666666666667
10-31,5,9.433333333333334
10-31,6,10.366666666666667
10-31,7,11.166666666666666
10-31,8,12.2
10-31,9,13.266666666666666
10-31,10,14.233333333333334
10-31,11,14.4
10-31,12,14.433333333333332
10-31,13,14.066666666666668
10-31,14,13.866666666666667
10-31,15,13.466666666666669
10-31,16,13.133333333333333
10-31,17,12.466666666666669
10-31,18,11.5
10-31,19,11.166666666666666
10-31,20,10.8
10-31,21,10.4
10-31,22,10.433333333333334
10-31,23,10.3
11-01,0,10.4
11-01,1,11.1
11-01,2,11.9
11-01,3,12.233333333333334
11-01,4,12.0
11-01,5,11.866666666666667
11-01,6,11.966666666666669
11-01,7,12.066666666666668
11-01,8,12.333333333333334
11-01,9,12.933333333333332
11-01,10,13.366666666666667
11-01,11,13.766666666666666
11-01,12,14.133333333333336
11-01,13,14.133333333333333
11-01,14,13.966666666666669
11-01,15,13.2
11-01,16,13.1
11-01,17,12.933333333333332
11-01,18,12.6
11-01,19,12.433333333333332
11-01,20,11.733333333333334
11-01,21,11.4
11-01,22,10.933333333333332
11-01,23,11.066666666666668
11-02,0,11.3
11-02,1,10.633333333333336
11-02,2,11.333333333333334
11-02,3,11.5
11-02,4,11.266666666666666
11-02,5,10.733333333333334
11-02,6,10.766666666666666
11-02,7,11.366666666666667
11-02,8,12.233333333333334
11-02,9,13.233333333333334
11-02,10,12.533333333333331
11-02,11,12.833333333333334
11-02,12,13.033333333333331
11-02,13,12.666666666666666
11-02,14,12.266666666666666
11-02,15,11.2
11-02,16,10.433333333333334
11-02,17,10.0
11-02,18,9.433333333333334
11-02,19,8.666666666666666
11-02,20,8.366666666666667
11-02,21,8.133333333333333
11-02,22,7.966666666666666
11-02,23,7.633333333333333
11-03,0,7.533333333333334
11-03,1,7.2
11-03,2,7.3
11-03,3,7.433333333333334
11-03,4,7.233333333333333
11-03,5,7.233333333333333
11-03,6,7.3
11-03,7,8.366666666666667
11-03,8,9.5
11-03,9,10.866666666666667
11-03,10,11.9
11-03,11,12.7
11-03,12,13.233333333333334
11-03,13,13.4
11-03,14,12.933333333333332
11-03,15,11.4
11-03,16,9.633333333333333
11-03,17,8.733333333333334
11-03,18,8.333333333333334
11-03,19,7.899999999999999
11-03,20,8.266666666666666
11-03,21,8.133333333333333
11-03,22,7.833333333333333
11-03,23,7.533333333333334
11-04,0,7.3
11-04,1,6.933333333333334
11-04,2,6.699999999999999
11-04,3,6.233333333333333
11-04,4,6.033333333333332
11-04,5,5.733333333333333
11-04,6,6.533333333333334
11-04,7,7.633333333333333
11-04,8,9.133333333333333
11-04,9,10.333333333333334
11-04,10,11.3
11-04,11,11.5
11-04,12,11.566666666666668
11-04,13,11.233333333333334
11-04,14,10.833333333333334
11-04,15,9.633333333333333
11-04,16,8.933333333333332
11-04,17,8.366666666666667
11-04,18,8.1
11-04,19,8.233333333333334
11-04,20,7.333333333333333
11-04,21,8.1
11-04,22,7.899999999999999
11-04,23,6.866666666666667
11-05,0,6.166666666666667
11-05,1,5.333333333333333
11-05,2,5.333333333333333
11-05,3,5.533333333333334
11-05,4,5.866666666666667
11-05,5,5.633333333333333
11-05,6,5.566666666666667
11-05,7,7.133333333333333
11-05,8,9.1
11-05,9,9.766666666666666
11-05,10,10.333333333333334
11-05,11,11.166666666666666
11-05,12,11.266666666666666
11-05,13,11.3
11-05,14,10.966666666666669
11-05,15,10.0
11-05,16,9.933333333333334
11-05,17,9.2
11-05,18,9.033333333333331
11-05,19,9.066666666666666
11-05,20,8.833333333333334
11-05,21,8.733333333333334
11-05,22,8.566666666666666
11-05,23,8.6
11-06,0,8.633333333333333
11-06,1,8.633333333333333
11-06,2,8.733333333333333
11-06,3,8.700000000000001
11-06,4,8.799999999999999
11-06,5,8.833333333333334
11-06,6,8.799999999999999
11-06,7,9.166666666666666
11-06,8,10.0
11-06,9,10.5
11-06,10,10.833333333333334
11-06,11,11.066666666666668
11-06,12,11.1
11-06,13,10.533333333333331
11-06,14,10.166666666666666
11-06,15,9.533333333333331
11-06,16,9.166666666666666
11-06,17,9.066666666666668
11-06,18,8.933333333333332
11-06,19,8.933333333333334
11-06,20,9.166666666666666
11-06,21,9.2
11-06,22,9.3
11-06,23,9.2
11-07,0,9.366666666666667
11-07,1,9.233333333333333
11-07,2,9.166666666666666
11-07,3,9.033333333333331
11-07,4,8.866666666666667
11-07,5,8.700000000000001
11-07,6,8.666666666666666
11-07,7,8.766666666666667
11-07,8,9.133333333333333
11-07,9,9.7
11-07,10,10.166666666666666
11-07,11,10.366666666666664
11-07,12,10.4
11-07,13,10.666666666666666
11-07,14,10.1
11-07,15,9.5
11-07,16,9.3
11-07,17,9.1
11-07,18,8.833333333333334
11-07,19,8.833333333333334
11-07,20,8.799999999999999
11-07,21,8.966666666666667
11-07,22,9.0
11-07,23,8.6
11-08,0,8.333333333333334
11-08,1,8.133333333333333
11-08,2,7.933333333333334
11-08,3,7.866666666666667
11-08,4,7.833333333333333
11-08,5,7.7
11-08,6,7.566666666666666
11-08,7,8.166666666666666
11-08,8,8.566666666666666
11-08,9,9.266666666666666
11-08,10,9.733333333333333
11-08,11,10.133333333333333
11-08,12,10.2
11-08,13,10.033333333333331
11-08,14,9.833333333333334
11-08,15,9.5
11-08,16,9.366666666666667
11-08,17,9.466666666666669
11-08,18,9.533333333333331
11-08,19,9.533333333333331
11-08,20,9.566666666666666
11-08,21,9.633333333333333
11-08,22,9.533333333333331
11-08,23,9.766666666666666
11-09,0,9.766666666666667
11-09,1,9.666666666666666
11-09,2,9.466666666666669
11-09,3,9.333333333333334
11-09,4,9.033333333333331
11-09,5,8.866666666666667
11-09,6,8.733333333333334
11-09,7,8.9
11-09,8,9.533333333333331
11-09,9,9.933333333333334
11-09,10,10.233333333333333
11-09,11,9.833333333333334
11-09,12,10.566666666666666
11-09,13,10.933333333333332
11-09,14,10.466666666666669
11-09,15,10.333333333333334
11-09,16,9.433333333333334
11-09,17,9.2
11-09,18,8.9
11-09,19,8.933333333333334
11-09,20,8.833333333333334
11-09,21,8.533333333333333
11-09,22,8.366666666666667
11-09,23,8.200000000000001
11-10,0,8.266666666666666
11-10,1,8.4
11-10,2,8.333333333333334
11-10,3,8.299999999999999
11-10,4,8.333333333333334
11-10,5,7.966666666666666
11-10,6,8.0
11-10,7,8.133333333333333
11-10,8,8.933333333333334
11-10,9,9.766666666666667
11-10,10,10.466666666666669
11-10,11,11.033333333333331
11-10,12,10.966666666666669
11-10,13,11.133333333333333
11-10,14,11.0
11-10,15,10.7
11-10,16,10.366666666666667
11-10,17,9.933333333333334
11-10,18,9.666666666666666
11-10,19,9.4
11-10,20,9.2
11-10,21,8.833333333333334
11-10,22,8.5
11-10,23,8.166666666666666
11-11,0,8.700000000000001
11-11,1,8.733333333333333
11-11,2,8.433333333333334
11-11,3,8.633333333333333
11-11,4,8.6
11-11,5,8.6
11-11,6,8.533333333333333
11-11,7,8.5
11-11,8,9.033333333333331
11-11,9,9.766666666666667
11-11,10,10.633333333333333
11-11,11,10.533333333333331
11-11,12,10.966666666666669
11-11,13,11.333333333333334
11-11,14,10.033333333333331
11-11,15,9.966666666666669
11-11,16,9.333333333333334
11-11,17,9.4
11-11,18,9.133333333333333
11-11,19,8.4
11-11,20,7.366666666666667
11-11,21,7.366666666666667
11-11,22,6.966666666666666
11-11,23,6.6000000000000005
11-12,0,6.533333333333334
11-12,1,6.166666666666667
11-12,2,5.6000000000000005
11-12,3,5.533333333333334
11-12,4,5.166666666666667
11-12,5,5.333333333333333
11-12,6,5.566666666666666
11-12,7,6.2
11-12,8,7.133333333333333
11-12,9,8.700000000000001
11-12,10,10.2
11-12,11,10.666666666666666
11-12,12,10.3
11-12,13,10.833333333333334
11-12,14,10.133333333333333
11-12,15,8.799999999999999
11-12,16,7.566666666666666
11-12,17,7.1000000000000005
11-12,18,6.066666666666666
11-12,19,4.566666666666666
11-12,20,4.133333333333334
11-12,21,4.266666666666667
11-12,22,4.433333333333334
11-12,23,4.166666666666667
11-13,0,3.866666666666667
11-13,1,4.433333333333334
11-13,2,4.5
11-13,3,3.8666666666666663
11-13,4,4.066666666666666
11-13,5,3.9
11-13,6,3.9
11-13,7,5.733333333333333
11-13,8,8.200000000000001
11-13,9,10.166666666666666
11-13,10,11.533333333333331
11-13,11,12.633333333333333
11-13,12,13.733333333333334
11-13,13,14.366666666666667
11-13,14,13.666666666666666
11-13,15,11.8
11-13,16,10.133333333333333
11-13,17,9.366666666666667
11-13,18,9.1
11-13,19,8.866666666666667
11-13,20,8.666666666666666
11-13,21,8.566666666666668
11-13,22,8.5
11-13,23,9.366666666666667
11-14,0,9.4
11-14,1,9.2
11-14,2,9.033333333333331
11-14,3,8.799999999999999
11-14,4,8.6
11-14,5,8.333333333333334
11-14,6,8.133333333333333
11-14,7,8.633333333333333
11-14,8,9.6
11-14,9,10.6
11-14,10,10.9
11-14,11,11.133333333333333
11-14,12,10.7
11-14,13,10.333333333333334
11-14,14,9.666666666666666
11-14,15,9.066666666666666
11-14,16,8.366666666666667
11-14,17,8.033333333333333
11-14,18,7.766666666666667
11-14,19,8.033333333333333
11-14,20,7.8
11-14,21,7.833333333333333
11-14,22,8.166666666666666
11-14,23,7.666666666666667
11-15,0,7.333333333333333
11-15,1,7.666666666666667
11-15,2,8.299999999999999
11-15,3,9.066666666666666
11-15,4,9.5
11-15,5,9.8
11-15,6,9.5
11-15,7,9.9
11-15,8,10.466666666666669
11-15,9,11.033333333333331
11-15,10,11.633333333333336
11-15,11,11.7
11-15,12,11.466666666666669
11-15,13,11.133333333333333
11-15,14,11.1
11-15,15,10.933333333333332
11-15,16,10.466666666666669
11-15,17,9.933333333333334
11-15,18,9.933333333333332
11-15,19,9.966666666666669
11-15,20,10.166666666666666
11-15,21,10.166666666666666
11-15,22,10.266666666666667
11-15,23,10.233333333333333
11-16,0,9.866666666666667
11-16,1,9.733333333333334
11-16,2,9.666666666666666
11-16,3,9.166666666666666
11-16,4,8.533333333333333
11-16,5,8.299999999999999
11-16,6,8.566666666666668
11-16,7,8.5
11-16,8,8.733333333333334
11-16,9,9.066666666666668
11-16,10,9.366666666666667
11-16,11,9.533333333333331
11-16,12,9.733333333333334
11-16,13,9.5
11-16,14,9.066666666666666
11-16,15,8.4
11-16,16,8.066666666666668
11-16,17,7.966666666666666
11-16,18,8.166666666666666
11-16,19,8.0
11-16,20,7.8
11-16,21,8.0
11-16,22,7.633333333333333
11-16,23,7.333333333333333
11-17,0,7.533333333333334
11-17,1,7.7
11-17,2,7.733333333333333
11-17,3,7.6
11-17,4,7.699999999999999
11-17,5,7.366666666666667
11-17,6,7.533333333333334
11-17,7,7.033333333333334
11-17,8,7.666666666666667
11-17,9,8.333333333333334
11-17,10,9.233333333333333
11-17,11,9.266666666666666
11-17,12,8.9
11-17,13,9.266666666666666
11-17,14,8.833333333333334
11-17,15,8.666666666666666
11-17,16,7.5
11-17,17,6.933333333333334
11-17,18,6.4
11-17,19,6.366666666666666
11-17,20,6.233333333333334
11-17,21,5.933333333333334
11-17,22,5.766666666666667
11-17,23,5.7
11-18,0,5.666666666666667
11-18,1,5.366666666666667
11-18,2,5.433333333333334
11-18,3,5.233333333333333
11-18,4,5.466666666666666
11-18,5,5.5
11-18,6,5.5
11-18,7,5.933333333333334
11-18,8,6.5
11-18,9,7.033333333333334
11-18,10,7.7
11-18,11,8.266666666666667
11-18,12,8.700000000000001
11-18,13,8.5
11-18,14,8.299999999999999
11-18,15,7.8
11-18,16,7.366666666666667
11-18,17,7.633333333333333
11-18,18,7.899999999999999
11-18,19,7.8
11-18,20,7.566666666666666
11-18,21,7.433333333333334
11-18,22,7.366666666666667
11-18,23,7.399999999999999
11-19,0,7.266666666666667
11-19,1,7.166666666666667
11-19,2,6.933333333333334
11-19,3,6.6000000000000005
11-19,4,6.233333333333334
11-19,5,6.066666666666666
11-19,6,5.666666666666667
11-19,7,5.199999999999999
11-19,8,4.833333333333333
11-19,9,5.233333333333333
11-19,10,6.0
11-19,11,6.133333333333334
11-19,12,6.333333333333333
11-19,13,6.666666666666667
11-19,14,6.466666666666666
11-19,15,5.633333333333333
11-19,16,4.8
11-19,17,3.8666666666666663
11-19,18,3.433333333333333
11-19,19,3.9666666666666655
11-19,20,3.6666666666666665
11-19,21,4.1000000000000005
11-19,22,3.1
11-19,23,2.7
11-20,0,3.0
11-20,1,2.6666666666666665
11-20,2,2.7
11-20,3,2.7999999999999994
11-20,4,2.3666666666666667
11-20,5,2.6
11-20,6,2.4000000000000004
11-20,7,3.233333333333333
11-20,8,3.433333333333333
11-20,9,4.1000000000000005
11-20,10,4.733333333333333
11-20,11,4.166666666666667
11-20,12,5.433333333333334
11-20,13,5.733333333333333
11-20,14,6.033333333333334
11-20,15,5.466666666666666
11-20,16,5.166666666666667
11-20,17,4.433333333333333
11-20,18,4.066666666666666
11-20,19,4.166666666666666
11-20,20,4.133333333333334
11-20,21,4.0
11-20,22,3.0
11-20,23,2.6
11-21,0,2.2333333333333334
11-21,1,2.833333333333333
11-21,2,2.966666666666667
11-21,3,3.2
11-21,4,3.566666666666667
11-21,5,4.3
11-21,6,4.3
11-21,7,4.733333333333333
11-21,8,5.333333333333333
11-21,9,5.9
11-21,10,6.433333333333334
11-21,11,7.5
11-21,12,7.166666666666667
11-21,13,6.866666666666667
11-21,14,6.4
11-21,15,5.266666666666667
11-21,16,5.3
11-21,17,3.9333333333333336
11-21,18,3.4333333333333336
11-21,19,3.0
